fullname,first_name,last_name,username,gender,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
Eden Goldup,Eden,Goldup,egoldup7h,Female,722,9,1,722,0,0,0,0,0
Jacinthe Matiasek,Jacinthe,Matiasek,jmatiasek4i,Female,198,2167,136,170,19,1,5,2,1
Laure Goodinson,Laure,Goodinson,lgoodinsonrr,Female,0,0,0,0,0,0,0,0,0
Jamill Andries,Jamill,Andries,jandriese7,Male,2,0,0,2,0,0,0,0,0
Zachery Niblo,Zachery,Niblo,zniblo3n,Male,197,505,110,126,63,2,4,1,1
Chrisse Hearl,Chrisse,Hearl,chearl84,Male,840,4018,1412,683,144,6,6,0,1
Ulberto McCosker,Ulberto,McCosker,umccoskercb,Male,325,77,21,293,30,1,1,0,0
Christoph McGraw,Christoph,McGraw,cmcgrawme,Male,37,1,0,37,0,0,0,0,0
Jewell Minshall,Jewell,Minshall,jminshallri,Female,993,636,193,892,94,5,0,0,2
Archie Mawne,Archie,Mawne,amawnei7,Male,158,623,155,114,37,1,2,2,2
Charlton Heggadon,Charlton,Heggadon,cheggadonbl,Male,146,303,221,73,69,2,1,0,1
Valdemar Searight,Valdemar,Searight,vsearight9t,Male,22,0,0,22,0,0,0,0,0
Alexis Walczak,Alexis,Walczak,awalczakpz,Male,47,7,17,45,2,0,0,0,0
Erinn Bossingham,Erinn,Bossingham,ebossingham6b,Female,1355,1360,536,1068,228,45,10,3,1
Mara Weavers,Mara,Weavers,mweavers16,Female,1245,1325,352,1026,207,2,6,2,2
Earl Goad,Earl,Goad,egoadaz,Male,25,0,8,25,0,0,0,0,0
Joanne Frichley,Joanne,Frichley,jfrichleygh,Female,103,1,0,103,0,0,0,0,0
Miguela Coddrington,Miguela,Coddrington,mcoddringtonh1,Female,9,0,0,9,0,0,0,0,0
Suki Arons,Suki,Arons,sarons9b,Female,58,2,0,58,0,0,0,0,0
Jake Longwood,Jake,Longwood,jlongwood9u,Male,50,0,6,49,1,0,0,0,0
Kathi Floodgate,Kathi,Floodgate,kfloodgateev,Female,442,17,11,442,0,0,0,0,0
Marcy Richardsson,Marcy,Richardsson,mrichardssonf7,Female,4,0,0,4,0,0,0,0,0
Ebonee Antic,Ebonee,Antic,eantica1,Female,27,0,0,27,0,0,0,0,0
Idalia Gwatkin,Idalia,Gwatkin,igwatkin2f,Female,2,0,0,2,0,0,0,0,0
Tallie Penlington,Tallie,Penlington,tpenlington8a,Male,302,2497,425,228,47,6,18,3,0
Currey Bessant,Currey,Bessant,cbessant72,Male,41,0,3,39,1,0,0,1,0
Roi Lerwell,Roi,Lerwell,rlerwellq,Male,7,0,0,7,0,0,0,0,0
Calypso Eadie,Calypso,Eadie,ceadiech,Female,4,0,0,4,0,0,0,0,0
Costa Daborn,Costa,Daborn,cdaborn8r,Male,39,0,0,39,0,0,0,0,0
Aloise Boyland,Aloise,Boyland,aboyland89,Female,230,906,215,158,65,1,4,1,1
Gabbie Sullens,Gabbie,Sullens,gsullens6b,Male,10,0,8,10,0,0,0,0,0
Jerrome Fust,Jerrome,Fust,jfustjf,Male,230,517,86,193,36,1,0,0,0
Bernadine Beeson,Bernadine,Beeson,bbeeson3y,Female,307,847,440,183,117,1,6,0,0
Rivy Lamke,Rivy,Lamke,rlamke7,Female,0,0,0,0,0,0,0,0,0
Leonid Ringe,Leonid,Ringe,lringe4p,Male,14,0,0,14,0,0,0,0,0
Jesselyn Binder,Jesselyn,Binder,jbinderqe,Female,116,1577,50,98,11,2,4,1,0
Perrine Ropking,Perrine,Ropking,propkingbm,Female,1,0,1,1,0,0,0,0,0
Florida Simmgen,Florida,Simmgen,fsimmgenj4,Female,300,1532,281,212,82,4,0,2,0
Daisie Gheeraert,Daisie,Gheeraert,dgheeraert5x,Female,1,0,0,1,0,0,0,0,0
Broderic Ortner,Broderic,Ortner,bortnere1,Male,14,0,0,13,1,0,0,0,0
Tammie Kleinhaus,Tammie,Kleinhaus,tkleinhaus6c,Male,290,915,240,166,119,2,2,1,0
Fairleigh Doiley,Fairleigh,Doiley,fdoileyex,Male,52,39,14,39,12,1,0,0,0
Ali Wann,Ali,Wann,awannjy,Male,63,0,0,61,1,0,1,0,0
Nathan Preston,Nathan,Preston,npreston4o,Male,1,0,0,1,0,0,0,0,0
Thorsten MacHarg,Thorsten,MacHarg,tmacharg1x,Male,287,3800,406,202,81,0,3,0,1
Rouvin Robus,Rouvin,Robus,rrobusj1,Male,129,215,145,97,30,0,1,0,1
Tedd Blowick,Tedd,Blowick,tblowick8q,Male,104,1732,99,92,6,0,4,0,2
Farrel O'Fallone,Farrel,O'Fallone,fofalloneem,Male,109,13,0,104,5,0,0,0,0
Beck Volette,Beck,Volette,bvolette2t,Male,62,102,76,57,2,0,3,0,0
Humfrey Carlin,Humfrey,Carlin,hcarlin50,Male,500,16,0,500,0,0,0,0,0
Georg Youde,Georg,Youde,gyoude2r,Male,135,1,1,134,1,0,0,0,0
Dannie Leggott,Dannie,Leggott,dleggott28,Female,90,168,56,75,13,2,0,0,0
Addie McIver,Addie,McIver,amciver1v,Female,37,0,1,37,0,0,0,0,0
Shepperd Hadny,Shepperd,Hadny,shadnygu,Male,1203,647,241,1042,145,7,8,0,1
Caldwell McTrustam,Caldwell,McTrustam,cmctrustamhv,Male,133,333,116,54,75,1,1,1,1
Bartholemy Rennenbach,Bartholemy,Rennenbach,brennenbachqn,Male,53,7,1,48,2,2,1,0,0
Arlie Dow,Arlie,Dow,adowd5,Female,23,0,5,23,0,0,0,0,0
Valma Giacomasso,Valma,Giacomasso,vgiacomassong,Female,73,1191,134,59,12,0,0,1,1
Faun Jakes,Faun,Jakes,fjakesa5,Female,1004,7061,1003,746,237,3,16,0,2
Ermengarde De Malchar,Ermengarde,De Malchar,edey,Female,65,11,0,65,0,0,0,0,0
Margot Latch,Margot,Latch,mlatch4v,Female,800,26,2,800,0,0,0,0,0
Jim Sweetland,Jim,Sweetland,jsweetland14,Male,7,0,0,7,0,0,0,0,0
Lyle Henner,Lyle,Henner,lhennereu,Male,2,0,0,2,0,0,0,0,0
Nonna McTrustram,Nonna,McTrustram,nmctrustramau,Female,28,6,0,28,0,0,0,0,0
Kimberli Chatres,Kimberli,Chatres,kchatres43,Female,1172,1469,429,1019,132,9,4,6,2
Quintus Arnaudet,Quintus,Arnaudet,qarnaudetbp,Male,3,0,0,3,0,0,0,0,0
Harlie Chumley,Harlie,Chumley,hchumley32,Female,5,0,0,5,0,0,0,0,0
Tobit Landreth,Tobit,Landreth,tlandreth34,Male,404,6,7,404,0,0,0,0,0
Emmet Scipsey,Emmet,Scipsey,escipseyoc,Male,8,0,0,7,1,0,0,0,0
Saidee Lopes,Saidee,Lopes,slopespt,Female,83,0,1,81,2,0,0,0,0
Bettina Ewells,Bettina,Ewells,bewellsou,Female,1,0,0,1,0,0,0,0,0
Dorette Heritege,Dorette,Heritege,dheritegeiy,Female,376,20,3,354,19,3,0,0,0
Hugibert Josefsohn,Hugibert,Josefsohn,hjosefsohnko,Male,153,339,187,107,42,1,2,0,1
Kelsey Sprowson,Kelsey,Sprowson,ksprowson6y,Male,1386,851,510,1075,249,55,5,1,1
Carol-jean Bilsland,Carol-jean,Bilsland,cbilsland6n,Female,26,0,0,25,1,0,0,0,0
Cassaundra Pegden,Cassaundra,Pegden,cpegden4j,Female,62,351,10,48,12,0,1,1,0
Bartie Whanstall,Bartie,Whanstall,bwhanstallaq,Male,3,0,0,3,0,0,0,0,0
Luke Sturge,Luke,Sturge,lsturgeb1,Male,559,22,7,559,0,0,0,0,0
Merilyn Ravenhills,Merilyn,Ravenhills,mravenhillsfo,Female,160,466,201,100,54,0,6,0,0
Coleman Blankhorn,Coleman,Blankhorn,cblankhorn19,Male,163,354,150,100,60,1,2,0,0
Cazzie Ardling,Cazzie,Ardling,cardlingkt,Male,100,280,58,83,17,0,0,0,0
Jamie Bainbrigge,Jamie,Bainbrigge,jbainbriggemn,Male,110,566,238,103,5,0,1,0,1
Kathie Losebie,Kathie,Losebie,klosebiel,Female,247,120,16,232,14,1,0,0,0
Culver Limpertz,Culver,Limpertz,climpertzih,Male,1916,15,19,1916,0,0,0,0,0
Humbert Scarre,Humbert,Scarre,hscarrem8,Male,233,4,0,233,0,0,0,0,0
Clemente Ferroni,Clemente,Ferroni,cferronilp,Male,279,274,15,233,42,4,0,0,0
Chris Housby,Chris,Housby,chousbyjl,Male,391,136,0,343,43,4,1,0,0
Padriac Core,Padriac,Core,pcorem2,Male,1,0,0,1,0,0,0,0,0
Salvador Weavill,Salvador,Weavill,sweavillaj,Male,0,0,0,0,0,0,0,0,0
Carolus Brew,Carolus,Brew,cbrew4g,Male,74,9,6,74,0,0,0,0,0
Elisha Hawtry,Elisha,Hawtry,ehawtry18,Female,323,407,8,307,12,4,0,0,0
Stephan Yard,Stephan,Yard,syardmb,Male,432,924,287,252,173,0,6,0,1
Maurizia Krzyzowski,Maurizia,Krzyzowski,mkrzyzowskiev,Female,260,1493,338,142,111,0,4,1,2
Shannon Depper,Shannon,Depper,sdepper8c,Female,195,1176,209,106,85,1,2,1,0
Irvin Dyet,Irvin,Dyet,idyetnz,Male,406,3,2,406,0,0,0,0,0
Rebeka Haynes,Rebeka,Haynes,rhaynes3i,Female,0,0,0,0,0,0,0,0,0
Christian Keyzor,Christian,Keyzor,ckeyzorqg,Male,182,1142,346,107,70,1,4,0,0
Byrom Crouch,Byrom,Crouch,bcrouch6e,Male,168,449,188,111,57,0,0,0,0
Micki Baker,Micki,Baker,mbaker52,Female,17,0,0,16,1,0,0,0,0
Pavlov Warne,Pavlov,Warne,pwarnekn,Male,57,0,0,57,0,0,0,0,0
Rodrick Bonallick,Rodrick,Bonallick,rbonallick1h,Male,708,17404,913,525,157,6,14,4,2
Berna Eppson,Berna,Eppson,beppson96,Female,1,0,0,1,0,0,0,0,0
Ber Goly,Ber,Goly,bgolygc,Male,5,24,1,5,0,0,0,0,0
Derrek Abrahamian,Derrek,Abrahamian,dabrahamianit,Male,48,0,9,48,0,0,0,0,0
Jillie Luton,Jillie,Luton,jlutonkr,Female,16,1,0,15,1,0,0,0,0
Aubrey Grissett,Aubrey,Grissett,agrissettgx,Male,282,19,4,257,20,3,2,0,0
Lauraine Vedenichev,Lauraine,Vedenichev,lvedenicheve3,Female,252,733,77,220,25,2,5,0,0
Dominick Coppenhall,Dominick,Coppenhall,dcoppenhallju,Male,51,0,0,50,1,0,0,0,0
Hurleigh Nicklin,Hurleigh,Nicklin,hnicklinra,Male,345,7,1,345,0,0,0,0,0
Emlen Fawdrey,Emlen,Fawdrey,efawdreyk4,Male,7,0,0,7,0,0,0,0,0
Chelsae Casillas,Chelsae,Casillas,ccasillasnb,Female,1145,22,4,1145,0,0,0,0,0
Kellyann Estrella,Kellyann,Estrella,kestrella1y,Female,46,76,96,35,10,1,0,0,0
Lynde Adicot,Lynde,Adicot,ladicotfm,Female,0,0,0,0,0,0,0,0,0
Cullen Davidovici,Cullen,Davidovici,cdavidovici1c,Male,3,0,0,3,0,0,0,0,0
Itch Soane,Itch,Soane,isoanehx,Male,320,2021,362,202,114,2,2,0,0
Herrick Pring,Herrick,Pring,hpringhl,Male,1,0,0,1,0,0,0,0,0
Dareen Scarre,Dareen,Scarre,dscarree5,Female,273,7,0,273,0,0,0,0,0
Pinchas Mackin,Pinchas,Mackin,pmackin8a,Male,1050,1403,508,816,221,5,5,2,1
Brion Hamby,Brion,Hamby,bhamby60,Male,5,0,0,5,0,0,0,0,0
Oby Nickoll,Oby,Nickoll,onickollln,Male,225,559,166,125,98,0,1,0,1
Godfrey Woolerton,Godfrey,Woolerton,gwoolertonhs,Male,206,438,96,174,31,1,0,0,0
Torrie Matissoff,Torrie,Matissoff,tmatissoffer,Female,239,2574,419,140,95,1,2,1,0
Bartel Pietrowicz,Bartel,Pietrowicz,bpietrowiczpt,Male,368,6942,366,316,34,6,2,10,0
Hewett Cammoile,Hewett,Cammoile,hcammoile9f,Male,348,0,0,348,0,0,0,0,0
Dicky Lytton,Dicky,Lytton,dlyttonfr,Male,58,4,3,58,0,0,0,0,0
Prentiss Padly,Prentiss,Padly,ppadly8w,Male,231,331,197,180,46,1,2,1,1
Alleen Garrioch,Alleen,Garrioch,agarrioch3z,Female,215,1229,84,167,44,0,2,1,1
Rowen Iacovacci,Rowen,Iacovacci,riacovacci2z,Male,63,0,9,63,0,0,0,0,0
Amelie Kynaston,Amelie,Kynaston,akynastonkg,Female,2,0,0,2,0,0,0,0,0
Charmian Yannikov,Charmian,Yannikov,cyannikovr5,Female,4,0,3,4,0,0,0,0,0
Kent Goligher,Kent,Goligher,kgoligherrr,Male,0,0,0,0,0,0,0,0,0
Krystyna Folds,Krystyna,Folds,kfolds5c,Female,120,2773,89,106,10,1,2,1,0
Tris Norridge,Tris,Norridge,tnorridgeht,Male,55,0,5,53,2,0,0,0,0
Burt Oxer,Burt,Oxer,boxer5i,Male,58,2,0,55,1,0,2,0,0
Stanislaw Holtham,Stanislaw,Holtham,sholtham6c,Male,142,683,49,118,21,0,1,1,1
Vikky Leighton,Vikky,Leighton,vleightonfc,Female,235,593,45,196,36,3,0,0,0
Quintin Powlesland,Quintin,Powlesland,qpowleslandgn,Male,644,30,0,644,0,0,0,0,0
Jenilee Ainsbury,Jenilee,Ainsbury,jainsburygz,Female,0,0,0,0,0,0,0,0,0
Celestine Grinnell,Celestine,Grinnell,cgrinnell2c,Female,52,2,7,52,0,0,0,0,0
Lilly Iddens,Lilly,Iddens,liddensu,Female,155,851,153,76,78,1,0,0,0
Roda Causer,Roda,Causer,rcauser22,Female,173,578,153,125,47,0,0,1,0
Saloma O'Hear,Saloma,O'Hear,sohearin,Female,28,1,2,28,0,0,0,0,0
Sydney Elves,Sydney,Elves,selvesnf,Female,186,817,68,154,27,2,3,0,0
Adey Gorghetto,Adey,Gorghetto,agorghettoo6,Female,33,0,9,33,0,0,0,0,0
Barny Goodred,Barny,Goodred,bgoodred2d,Male,2,0,0,2,0,0,0,0,0
Gideon Stanhope,Gideon,Stanhope,gstanhope4w,Male,75,28,0,58,16,1,0,0,0
Astrix Coat,Astrix,Coat,acoatdr,Female,29,0,3,29,0,0,0,0,0
Quentin Minghi,Quentin,Minghi,qminghi68,Male,193,544,234,115,76,1,1,0,0
Cynthy Vollam,Cynthy,Vollam,cvollam6n,Female,135,326,122,86,44,1,1,0,3
Stormie Allmann,Stormie,Allmann,sallmanni3,Female,2,0,1,2,0,0,0,0,0
Pernell Yukhov,Pernell,Yukhov,pyukhov17,Male,126,969,79,75,49,0,2,0,0
Crystie Mityashin,Crystie,Mityashin,cmityashin5d,Female,141,529,148,102,20,0,15,3,1
Krissy Durden,Krissy,Durden,kdurdenrk,Female,187,25,0,186,1,0,0,0,0
Bogey Eyers,Bogey,Eyers,beyers8z,Male,181,366,150,150,30,1,0,0,0
Carey Dorcey,Carey,Dorcey,cdorceyl1,Female,475,574,48,406,63,4,2,0,0
Ellyn Strattan,Ellyn,Strattan,estrattan6k,Female,3,0,1,3,0,0,0,0,0
Dennie Strettell,Dennie,Strettell,dstrettell4h,Female,155,33,0,138,16,0,0,0,1
Cari Seymer,Cari,Seymer,cseymer5,Female,45,0,0,45,0,0,0,0,0
Valina Kirkhouse,Valina,Kirkhouse,vkirkhousela,Female,249,2609,572,207,24,12,6,0,0
Shea Bulcock,Shea,Bulcock,sbulcockb8,Female,2,0,0,2,0,0,0,0,0
Pip Cicchitello,Pip,Cicchitello,pcicchitellolm,Male,28,39,16,27,1,0,0,0,0
Morie Westwater,Morie,Westwater,mwestwater2b,Male,173,0,11,173,0,0,0,0,0
Erastus Bugge,Erastus,Bugge,ebugge8m,Male,0,0,0,0,0,0,0,0,0
Freeland Becom,Freeland,Becom,fbecomki,Male,2,0,0,2,0,0,0,0,0
Phebe Tolson,Phebe,Tolson,ptolson71,Female,222,1800,183,142,67,3,8,2,0
Gavra Beccera,Gavra,Beccera,gbecceraps,Female,30,0,6,29,1,0,0,0,0
Elyse Ludy,Elyse,Ludy,eludyd4,Female,993,1131,351,894,90,4,3,2,0
Elly Island,Elly,Island,eisland10,Female,2,0,0,2,0,0,0,0,0
Dalt Voyce,Dalt,Voyce,dvoycebg,Male,489,23,11,489,0,0,0,0,0
Dal Pirot,Dal,Pirot,dpirotrl,Male,413,1934,542,248,160,0,3,1,1
Malynda Keaton,Malynda,Keaton,mkeatonqc,Female,53,0,11,53,0,0,0,0,0
Blake Philipps,Blake,Philipps,bphilipps7n,Female,157,499,220,128,24,1,4,0,0
Brandi Vickerstaff,Brandi,Vickerstaff,bvickerstaffmw,Female,1,0,0,1,0,0,0,0,0
Cort Kuhnert,Cort,Kuhnert,ckuhnertg0,Male,296,869,58,252,39,2,2,1,0
Frasier Jarrett,Frasier,Jarrett,fjarrettlk,Male,124,400,149,93,30,0,1,0,0
Herbert Canton,Herbert,Canton,hcantonft,Male,1758,1890,718,1181,385,89,100,2,1
Ashlen Yeardsley,Ashlen,Yeardsley,ayeardsleyrh,Female,0,0,0,0,0,0,0,0,0
Ram Matijevic,Ram,Matijevic,rmatijevicct,Male,23,0,0,23,0,0,0,0,0
Filberto Woodfine,Filberto,Woodfine,fwoodfinebe,Male,170,108,0,168,2,0,0,0,0
Tiphanie Kindred,Tiphanie,Kindred,tkindred1t,Female,10,0,0,10,0,0,0,0,0
Nicolais Shear,Nicolais,Shear,nshear2l,Male,323,1908,261,207,112,1,3,0,0
Arabela Noddles,Arabela,Noddles,anoddles4g,Female,1343,15,3,1343,0,0,0,0,0
Zilvia Kordovani,Zilvia,Kordovani,zkordovanio,Female,200,649,133,174,26,0,0,0,0
Judas Strattan,Judas,Strattan,jstrattanbn,Male,799,31,4,799,0,0,0,0,0
Diann Cully,Diann,Cully,dcullybb,Female,144,250,228,85,54,0,4,0,1
Wash Champken,Wash,Champken,wchampkenh,Male,195,95,5,162,30,0,3,0,0
Price Proske,Price,Proske,pproskeb5,Male,893,23,2,893,0,0,0,0,0
Jessa Trenoweth,Jessa,Trenoweth,jtrenowethcw,Female,1712,1726,560,1224,364,108,11,2,3
Dickie Markel,Dickie,Markel,dmarkeliv,Male,1,0,0,1,0,0,0,0,0
Ashlie Lorand,Ashlie,Lorand,alorand9y,Female,225,1,31,222,2,0,0,0,1
Garwin Lighterness,Garwin,Lighterness,glighterness6t,Male,239,938,212,163,71,1,3,0,1
Gabrielle Kingaby,Gabrielle,Kingaby,gkingabyhe,Female,34,0,0,34,0,0,0,0,0
Aguie Pim,Aguie,Pim,apimp7,Male,3,0,0,3,0,0,0,0,0
Garrott Amaya,Garrott,Amaya,gamaya8y,Male,241,2,0,241,0,0,0,0,0
Rheba Ivachyov,Rheba,Ivachyov,rivachyov37,Female,4,0,0,4,0,0,0,0,0
Viva Theze,Viva,Theze,vtheze1k,Female,285,0,24,281,4,0,0,0,0
Timofei McCoughan,Timofei,McCoughan,tmccoughanqd,Male,147,346,94,103,40,3,1,0,0
Mozelle Troppmann,Mozelle,Troppmann,mtroppmann3l,Female,333,982,93,240,88,1,3,1,0
Giselbert Cromack,Giselbert,Cromack,gcromackc5,Male,203,775,62,161,37,2,3,0,0
Hogan Ginner,Hogan,Ginner,hginnerb6,Male,303,1489,483,177,118,1,5,1,1
Geri Eardley,Geri,Eardley,geardleyht,Female,153,0,12,150,2,1,0,0,0
Darline Edler,Darline,Edler,dedlerno,Female,264,959,140,214,46,1,2,1,0
Marcy Ecclesall,Marcy,Ecclesall,mecclesalll7,Female,1,0,0,1,0,0,0,0,0
Jessalin McCaffrey,Jessalin,McCaffrey,jmccaffrey4c,Female,129,299,117,100,26,1,1,1,0
Lacy Prudence,Lacy,Prudence,lprudence1j,Female,840,7145,1136,624,196,6,8,2,4
Omero Milillo,Omero,Milillo,omilillo61,Male,88,967,86,67,21,0,0,0,0
Dulci Roberts,Dulci,Roberts,droberts6z,Female,261,3456,565,127,106,3,22,2,1
Maxie Heamus,Maxie,Heamus,mheamus8p,Female,101,1738,119,64,34,1,1,1,0
Horten Kolak,Horten,Kolak,hkolakl3,Male,309,102,1,260,43,5,1,0,0
Bengt Gallie,Bengt,Gallie,bgallieb1,Male,62,1,0,62,0,0,0,0,0
Michel Damiral,Michel,Damiral,mdamiral2a,Male,248,592,302,160,85,0,3,0,0
Cecilia Nutbeem,Cecilia,Nutbeem,cnutbeemas,Female,275,1113,431,168,105,0,1,1,0
Guillermo Tilley,Guillermo,Tilley,gtilley5h,Male,397,1250,85,289,98,3,5,1,1
Tawnya Galletley,Tawnya,Galletley,tgalletleynv,Female,2237,2571,815,1591,376,252,15,1,2
Rhys Pordal,Rhys,Pordal,rpordalqq,Male,0,0,0,0,0,0,0,0,0
Bertie Mayow,Bertie,Mayow,bmayow68,Female,2,0,0,2,0,0,0,0,0
Goldy Schriren,Goldy,Schriren,gschrirenm,Female,0,0,0,0,0,0,0,0,0
Mathilde GiacobbiniJacob,Mathilde,GiacobbiniJacob,mgiacobbinijacobfe,Female,385,12,0,385,0,0,0,0,0
Saxe Onn,Saxe,Onn,sonn81,Male,150,173,47,132,16,1,0,1,0
Gilly Franzman,Gilly,Franzman,gfranzmanhf,Female,180,392,230,130,49,0,1,0,0
Aldric Spawforth,Aldric,Spawforth,aspawforthhz,Male,43,706,71,39,3,1,0,0,0
Jethro Dronsfield,Jethro,Dronsfield,jdronsfield2g,Male,280,1060,223,232,48,0,0,0,0
Hall Suttie,Hall,Suttie,hsuttie6r,Male,95,295,84,55,35,0,4,1,0
Darrick Oakden,Darrick,Oakden,doakdenr4,Male,165,296,100,89,74,0,2,0,0
Minta Flann,Minta,Flann,mflann30,Female,315,1086,157,252,58,3,2,0,0
Walsh Stud,Walsh,Stud,wstudck,Male,250,7,6,250,0,0,0,0,0
Ceciley Emney,Ceciley,Emney,cemneyhu,Female,530,13,0,530,0,0,0,0,0
Leila Geratasch,Leila,Geratasch,lgeratasch2j,Female,239,1270,194,145,87,1,5,1,0
Tory Bache,Tory,Bache,tbache6s,Female,1228,6,1,1225,0,0,3,0,0
Felicia Spilisy,Felicia,Spilisy,fspilisylj,Female,278,2863,210,241,28,4,1,4,0
Corey North,Corey,North,cnorthe0,Female,113,592,127,92,18,2,1,0,0
Trudy Quinnelly,Trudy,Quinnelly,tquinnellym7,Female,179,489,114,116,62,0,1,0,0
Gun Galvan,Gun,Galvan,ggalvanpv,Male,212,342,120,168,42,1,1,0,0
Erin Hardy-Piggin,Erin,Hardy-Piggin,ehardypigginq7,Female,162,352,101,85,72,1,4,0,0
Nichols Antill,Nichols,Antill,nantill8q,Male,4,0,0,4,0,0,0,0,0
Max Westall,Max,Westall,mwestall40,Male,277,1092,159,207,65,1,3,0,1
Barbabas Vanyutin,Barbabas,Vanyutin,bvanyutin4j,Male,144,11,0,144,0,0,0,0,0
Lincoln Fuggles,Lincoln,Fuggles,lfuggles2n,Male,3,0,0,3,0,0,0,0,0
Even Linch,Even,Linch,elinchbj,Male,9,0,1,9,0,0,0,0,0
Wenona Banane,Wenona,Banane,wbananeh2,Female,283,519,295,193,88,1,1,0,0
Harley Petworth,Harley,Petworth,hpetworthqj,Female,406,1156,139,310,94,1,0,1,0
Launce Charlton,Launce,Charlton,lcharlton2z,Male,1379,769,69,1131,234,4,4,2,4
Aldrich Petts,Aldrich,Petts,apettst,Male,2,0,0,2,0,0,0,0,0
Hatty Ayerst,Hatty,Ayerst,hayerstlx,Female,169,881,141,83,82,0,4,0,0
Stormy Calderon,Stormy,Calderon,scalderon7o,Female,2639,1625,675,1753,657,68,157,0,4
Kennan Reolfi,Kennan,Reolfi,kreolfij5,Male,721,436,113,651,62,4,1,2,1
Randell Crudgington,Randell,Crudgington,rcrudgingtond,Male,0,0,0,0,0,0,0,0,0
Cacilia Warmington,Cacilia,Warmington,cwarmingtondu,Female,1,0,0,1,0,0,0,0,0
Giffard Tillyer,Giffard,Tillyer,gtillyerr6,Male,180,1002,76,148,28,2,0,1,1
Paten Keeley,Paten,Keeley,pkeeley78,Male,236,785,145,193,40,2,1,0,0
Emilia Joderli,Emilia,Joderli,ejoderliey,Female,378,512,30,348,27,2,0,0,1
Valeda Amner,Valeda,Amner,vamnero2,Female,2329,13,18,2329,0,0,0,0,0
Townsend Sherwin,Townsend,Sherwin,tsherwinfz,Male,197,324,163,158,37,1,1,0,0
Leanora Trouncer,Leanora,Trouncer,ltrouncer9n,Female,70,10,2,68,0,2,0,0,0
Mack Delf,Mack,Delf,mdelfke,Male,25,0,0,25,0,0,0,0,0
Marlo Trobey,Marlo,Trobey,mtrobeyle,Female,3,0,0,3,0,0,0,0,0
Aurie Capstack,Aurie,Capstack,acapstackhg,Female,10,0,0,10,0,0,0,0,0
Forrester Powlesland,Forrester,Powlesland,fpowleslandbd,Male,16,0,0,15,1,0,0,0,0
Goldina Cappell,Goldina,Cappell,gcappellcj,Female,235,2685,440,188,38,1,3,4,1
Ogdon Judson,Ogdon,Judson,ojudson7i,Male,258,7,0,258,0,0,0,0,0
Angele Christley,Angele,Christley,achristleyhu,Female,423,5411,334,365,41,4,11,2,0
Olivier Tebbitt,Olivier,Tebbitt,otebbitt45,Male,303,3593,264,253,35,7,6,2,0
Ethelyn Chevalier,Ethelyn,Chevalier,echevalierlw,Female,57,0,17,57,0,0,0,0,0
Carlyle Marshall,Carlyle,Marshall,cmarshall2t,Male,529,512,262,432,92,3,1,1,0
Karalee D'Onise,Karalee,D'Onise,kdonise3,Female,1,0,0,1,0,0,0,0,0
Jarrid Kerswill,Jarrid,Kerswill,jkerswillg6,Male,5,0,0,4,1,0,0,0,0
Charlotte Jayme,Charlotte,Jayme,cjayme9r,Female,232,457,113,140,76,0,12,1,3
Kristina Swedeland,Kristina,Swedeland,kswedelandd,Female,226,238,238,139,83,3,1,0,0
Jeno Lorant,Jeno,Lorant,jlorant5n,Male,145,1335,131,129,12,1,0,3,0
Chrysa Orpwood,Chrysa,Orpwood,corpwood4d,Female,180,994,224,112,60,1,6,1,0
Kellia Defont,Kellia,Defont,kdefontn3,Female,12,0,0,12,0,0,0,0,0
Gaspard Pickburn,Gaspard,Pickburn,gpickburnq3,Male,154,821,75,120,32,0,2,0,0
Steffen Brownsmith,Steffen,Brownsmith,sbrownsmithj9,Male,108,6,2,108,0,0,0,0,0
Evvy Bramhill,Evvy,Bramhill,ebramhillr4,Female,0,0,0,0,0,0,0,0,0
Edvard Reilinger,Edvard,Reilinger,ereilingeran,Male,130,175,30,107,16,2,2,1,2
Culver Martynka,Culver,Martynka,cmartynkai,Male,4,0,0,4,0,0,0,0,0
Rozalie Rozanski,Rozalie,Rozanski,rrozanskidh,Female,1236,771,334,1082,142,4,5,2,1
Benyamin Brearton,Benyamin,Brearton,bbrearton5s,Male,358,1268,186,280,73,1,3,1,0
Gerhardine Sarten,Gerhardine,Sarten,gsarten7o,Female,45,1,0,45,0,0,0,0,0
Peria O'Carmody,Peria,O'Carmody,pocarmody5i,Female,137,3,1,137,0,0,0,0,0
Valry McKinney,Valry,McKinney,vmckinney9m,Female,716,28,0,716,0,0,0,0,0
Cull Waterstone,Cull,Waterstone,cwaterstone3o,Male,303,764,70,234,62,1,3,2,1
Kennedy Abate,Kennedy,Abate,kabateid,Male,2,0,0,2,0,0,0,0,0
Kevyn Mowen,Kevyn,Mowen,kmowenpo,Female,8,1,0,8,0,0,0,0,0
Mara Eckart,Mara,Eckart,meckart2x,Female,23,0,0,23,0,0,0,0,0
Butch Owthwaite,Butch,Owthwaite,bowthwaite6o,Male,79,0,0,79,0,0,0,0,0
Tallia O'Mullaney,Tallia,O'Mullaney,tomullaney86,Female,198,473,112,109,87,1,0,1,0
Brittaney Compton,Brittaney,Compton,bcomptonjh,Female,89,4,1,84,5,0,0,0,0
